ID,Name,Category,Date,Value,Description
871,Item 871,Category B,2022-11-01,61.22,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
872,Item 872,Category C,2023-07-12,48.29,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
873,Item 873,Category D,2021-10-03,10.52,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
874,Item 874,Category C,2023-01-14,73.04,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
875,Item 875,Category B,2023-03-01,79.11,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
876,Item 876,Category D,2022-10-21,68.68,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
877,Item 877,Category A,2023-10-05,73.61,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
878,Item 878,Category C,2023-10-28,42.66,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
879,Item 879,Category C,2021-12-06,29.53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
880,Item 880,Category B,2020-05-31,82.61,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
881,Item 881,Category A,2021-06-27,46.08,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
882,Item 882,Category B,2020-12-23,27.03,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
883,Item 883,Category D,2022-11-20,98.59,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
884,Item 884,Category A,2023-06-30,36.43,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
885,Item 885,Category B,2021-07-02,89.96,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
886,Item 886,Category C,2021-04-27,24.14,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
887,Item 887,Category A,2020-03-11,33.47,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
888,Item 888,Category D,2021-08-07,23.55,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
889,Item 889,Category B,2023-12-13,92.74,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
890,Item 890,Category B,2023-03-09,33.59,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
891,Item 891,Category C,2023-04-02,49.2,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
892,Item 892,Category C,2022-09-13,73.12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
893,Item 893,Category D,2022-09-03,28.09,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
894,Item 894,Category A,2020-12-25,57.43,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
895,Item 895,Category D,2020-05-02,86.98,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
896,Item 896,Category C,2022-08-24,71.99,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
897,Item 897,Category B,2023-06-24,90.34,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
898,Item 898,Category B,2023-05-25,23.69,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
899,Item 899,Category B,2022-07-30,8.79,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
900,Item 900,Category C,2021-02-18,83.71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
901,Item 901,Category D,2023-10-18,55.24,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
902,Item 902,Category C,2022-03-07,16.57,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
903,Item 903,Category B,2023-12-22,30.97,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
904,Item 904,Category C,2022-05-26,13.99,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
905,Item 905,Category C,2023-05-20,95.11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
906,Item 906,Category C,2023-09-12,96.1,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
907,Item 907,Category D,2020-01-19,97.25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
908,Item 908,Category D,2021-02-24,97.22,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
909,Item 909,Category D,2020-12-05,23.44,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
910,Item 910,Category A,2020-07-22,41.15,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
911,Item 911,Category A,2020-01-20,24.25,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
912,Item 912,Category C,2020-06-29,24.63,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
913,Item 913,Category B,2022-11-06,80.25,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
914,Item 914,Category C,2020-08-10,36.39,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
915,Item 915,Category C,2022-01-16,47.76,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
916,Item 916,Category D,2022-09-27,84.3,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
917,Item 917,Category C,2020-03-30,2.39,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
918,Item 918,Category B,2023-03-20,44.27,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
919,Item 919,Category D,2021-09-24,47.84,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
920,Item 920,Category A,2023-02-24,80.29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
921,Item 921,Category B,2023-10-13,75.51,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
922,Item 922,Category A,2023-07-15,55.08,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
923,Item 923,Category C,2020-04-11,11.95,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
924,Item 924,Category B,2020-07-24,36.61,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
925,Item 925,Category B,2020-11-26,27.05,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
926,Item 926,Category A,2023-06-07,4.37,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
927,Item 927,Category A,2022-06-13,89.58,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
928,Item 928,Category A,2021-01-12,95.61,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
929,Item 929,Category D,2021-03-29,13.66,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
930,Item 930,Category D,2021-12-03,56.93,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
931,Item 931,Category C,2023-06-21,6.63,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
932,Item 932,Category D,2022-01-10,70.77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
933,Item 933,Category D,2023-07-26,75.89,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
934,Item 934,Category B,2020-05-24,14.56,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
935,Item 935,Category C,2021-08-18,58.45,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
936,Item 936,Category D,2021-03-19,30.17,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
937,Item 937,Category D,2023-04-29,30.62,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
938,Item 938,Category C,2021-12-12,36.43,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
939,Item 939,Category A,2023-03-27,82.86,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
940,Item 940,Category D,2023-03-24,52.39,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
941,Item 941,Category B,2023-05-12,16.78,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
942,Item 942,Category D,2021-03-15,70.1,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
943,Item 943,Category A,2020-01-13,4.61,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
944,Item 944,Category C,2020-02-16,13.3,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
945,Item 945,Category B,2022-04-06,49.21,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
946,Item 946,Category B,2020-01-21,46.71,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
947,Item 947,Category D,2021-08-07,82.51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
948,Item 948,Category A,2022-08-22,19.13,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
949,Item 949,Category D,2021-02-09,44.16,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
950,Item 950,Category A,2020-02-11,36.85,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
951,Item 951,Category D,2022-07-25,93.68,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
952,Item 952,Category D,2020-02-01,24.72,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
953,Item 953,Category B,2021-09-13,6.15,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
954,Item 954,Category D,2021-07-28,89.49,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
955,Item 955,Category A,2023-07-27,33.07,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
956,Item 956,Category C,2023-09-28,53.29,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
957,Item 957,Category B,2022-01-29,16.64,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
958,Item 958,Category C,2023-11-20,33.55,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
959,Item 959,Category C,2022-07-23,22.06,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
960,Item 960,Category B,2020-08-29,90.41,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
961,Item 961,Category D,2023-09-12,23.18,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
962,Item 962,Category B,2020-01-14,16.17,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
963,Item 963,Category D,2021-04-15,93.67,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
964,Item 964,Category C,2021-01-22,60.79,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
965,Item 965,Category A,2021-06-13,44.89,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
966,Item 966,Category D,2020-11-23,96.03,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
967,Item 967,Category A,2023-05-09,35.43,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
968,Item 968,Category C,2020-10-12,68.65,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
969,Item 969,Category D,2023-01-16,39.48,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
970,Item 970,Category B,2022-09-06,25.32,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
971,Item 971,Category D,2021-10-27,71.8,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
972,Item 972,Category A,2023-02-17,70.92,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
973,Item 973,Category A,2022-05-17,83.94,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
974,Item 974,Category B,2021-02-24,12.48,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
975,Item 975,Category A,2021-06-19,11.59,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
976,Item 976,Category A,2021-07-18,12.11,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
977,Item 977,Category C,2023-11-28,50.28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
978,Item 978,Category A,2022-10-30,19.81,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
979,Item 979,Category A,2020-06-06,20.45,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
980,Item 980,Category A,2020-08-14,84.96,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
981,Item 981,Category D,2020-05-24,87.32,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
982,Item 982,Category C,2022-12-17,99.33,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
983,Item 983,Category D,2021-05-29,41.57,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
984,Item 984,Category C,2021-08-18,33.84,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
985,Item 985,Category A,2022-03-17,35.24,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
986,Item 986,Category B,2022-01-13,51.97,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
987,Item 987,Category C,2021-01-19,58.48,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
988,Item 988,Category D,2023-01-29,89.48,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
989,Item 989,Category A,2020-04-10,37.14,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
990,Item 990,Category D,2021-11-11,8.64,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
991,Item 991,Category A,2022-01-14,44.6,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
992,Item 992,Category A,2020-12-14,54.96,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
993,Item 993,Category D,2020-10-29,94.99,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
994,Item 994,Category B,2021-08-04,81.45,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
995,Item 995,Category A,2022-10-28,7.13,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
996,Item 996,Category C,2023-11-16,9.97,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
997,Item 997,Category B,2022-07-10,12.2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
998,Item 998,Category C,2020-03-30,44.2,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
999,Item 999,Category A,2023-10-19,25.47,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
1000,Item 1000,Category D,2023-05-31,70.4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
